sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	run.accession
EA18-0308	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438192
EA18-0309	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438193
EA18-0310	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438194
EA18-0311	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438195
EA18-0312	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438196
EA18-0313	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438197
EA18-0314	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438198
EA18-0316	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438283
EA18-0317	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438284
EA18-0318	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438285
EA18-0319	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438286
EA18-0320	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438287
EA18-0322	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438288
EA18-0324	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438289
EA18-0325	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438290
EA18-0326	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438291
EA18-0327	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438292
EA18-0328	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438293
EA18-0330	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438294
EA18-0331	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438271
EA18-0332	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438272
EA18-0333	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438273
EA18-0334	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438274
EA18-0335	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438275
EA18-0336	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438276
EA18-0337	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438277
EA18-0338	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438278
EA18-0339	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438279
EA18-0340	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438280
EA18-0341	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438281
EA18-0342	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438282
EA18-0343	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438295
EA18-0344	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438296
EA18-0345	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438297
EA18-0347	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438298
EA18-0348	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438299
EA18-0349	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438300
EA18-0350	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438301
EA18-0351	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438302
EA18-0352	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438303
EA18-0353	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438304
EA18-0354	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438305
EA18-0355	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438306
EA18-0356	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438354
EA18-0357	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438355
EA18-0358	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438356
EA18-0359	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438357
EA18-0361	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438358
EA18-0362	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438359
EA18-0363	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438360
EA18-0364	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438361
EA18-0365	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438362
EA18-0366	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438363
EA18-0367	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438364
EA18-0368	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438365
EA18-0369	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438378
EA18-0370	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438379
EA18-0371	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438380
EA18-0372	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438381
EA18-0373	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438382
EA18-0374	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438383
EA18-0376	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438385
EA18-0378	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438386
EA18-0379	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438387
EA18-0380	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438388
EA18-0381	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438389
EA18-0382	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438366
EA18-0383	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438367
EA18-0384	Tanzania	Moshi	-3.384	37.349	08/2018	arabiensis	PM	1	60	alive		FALSE	ERR9438368
EA18-0385	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438369
EA18-0386	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438370
EA18-0387	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438371
EA18-0388	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438372
EA18-0389	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438373
EA18-0390	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438374
EA18-0392	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438375
EA18-0393	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	3	TRUE	ERR9438376
EA18-0394	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438377
EA18-0395	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438330
EA18-0396	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438331
EA18-0397	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438332
EA18-0398	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438333
EA18-0399	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438334
EA18-0401	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438336
EA18-0402	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438337
EA18-0403	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438338
EA18-0404	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	4	TRUE	ERR9438339
EA18-0405	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438340
EA18-0406	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438341
EA18-0407	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438199
EA18-0408	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438200
EA18-0410	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438202
EA18-0411	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	5	FALSE	ERR9438203
EA18-0412	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438204
EA18-0414	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438206
EA18-0415	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438207
EA18-0416	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438208
EA18-0417	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438209
EA18-0418	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438210
EA18-0420	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438211
EA18-0421	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	6	FALSE	ERR9438212
EA18-0422	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438213
EA18-0423	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	7	TRUE	ERR9438214
EA18-0424	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438215
EA18-0425	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438216
EA18-0426	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438217
EA18-0427	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438218
EA18-0428	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438219
EA18-0429	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438220
EA18-0430	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438221
EA18-0431	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438222
EA18-0432	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438223
EA18-0433	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438224
EA18-0434	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438225
EA18-0435	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	8	FALSE	ERR9438226
EA18-0436	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438227
EA18-0437	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438228
EA18-0438	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438229
EA18-0440	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	9	TRUE	ERR9438230
EA18-0441	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438231
EA18-0442	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438232
EA18-0443	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438233
EA18-0444	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438234
EA18-0445	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438247
EA18-0446	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438248
EA18-0447	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438249
EA18-0449	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438250
EA18-0450	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438251
EA18-0451	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438252
EA18-0452	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	5	TRUE	ERR9438253
EA18-0453	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438254
EA18-0454	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438255
EA18-0456	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438257
EA18-0457	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438258
EA18-0458	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438235
EA18-0459	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438236
EA18-0460	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438237
EA18-0461	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438238
EA18-0462	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	4	FALSE	ERR9438239
EA18-0463	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438240
EA18-0464	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438241
EA18-0465	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438242
EA18-0466	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438243
EA18-0467	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438244
EA18-0468	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	10	TRUE	ERR9438245
EA18-0469	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438246
EA18-0470	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438390
EA18-0471	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438391
EA18-0472	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438392
EA18-0473	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	11	FALSE	ERR9438393
EA18-0474	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	12	FALSE	ERR9438394
EA18-0475	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438395
EA18-0476	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438396
EA18-0477	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438397
EA18-0478	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead	8	TRUE	ERR9438398
EA18-0479	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438399
EA18-0480	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	0.5	60	dead		FALSE	ERR9438400
EA18-0481	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438401
EA18-0482	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438402
EA18-0483	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438403
EA18-0484	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	10	FALSE	ERR9438404
EA18-0485	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438405
EA18-0486	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	13	FALSE	ERR9438406
EA18-0487	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438407
EA18-0488	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	10	TRUE	ERR9438408
EA18-0489	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	11	TRUE	ERR9438409
EA18-0490	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	14	FALSE	ERR9438410
EA18-0491	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438411
EA18-0492	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438412
EA18-0493	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438413
EA18-0494	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438414
EA18-0495	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438415
EA18-0496	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438416
EA18-0497	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	3	FALSE	ERR9438417
EA18-0498	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438418
EA18-0499	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438419
EA18-0500	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438420
EA18-0501	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438421
EA18-0502	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	14	TRUE	ERR9438422
EA18-0503	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438423
EA18-0504	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438424
EA18-0505	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438425
EA18-0506	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438426
EA18-0507	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438427
EA18-0508	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438428
EA18-0509	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438429
EA18-0510	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438430
EA18-0511	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	12	TRUE	ERR9438431
EA18-0512	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438432
EA18-0513	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438433
EA18-0514	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	15	TRUE	ERR9438434
EA18-0515	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438435
EA18-0516	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	16	TRUE	ERR9438436
EA18-0517	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438437
EA18-0518	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438450
EA18-0520	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438452
EA18-0521	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438453
EA18-0522	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	17	FALSE	ERR9438454
EA18-0523	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438455
EA18-0524	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438456
EA18-0525	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438457
EA18-0526	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	18	FALSE	ERR9438458
EA18-0527	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	13	TRUE	ERR9438459
EA18-0528	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438460
EA18-0529	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438461
EA18-0531	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438438
EA18-0532	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438439
EA18-0533	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438440
EA18-0534	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	16	FALSE	ERR9438441
EA18-0535	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438442
EA18-0536	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438443
EA18-0537	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438444
EA18-0538	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438445
EA18-0539	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	7	TRUE	ERR9438446
EA18-0540	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438447
EA18-0542	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438449
EA18-0543	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438307
EA18-0544	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438308
EA18-0545	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438309
EA18-0546	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438310
EA18-0547	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438311
EA18-0548	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	15	FALSE	ERR9438312
EA18-0549	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438313
EA18-0550	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438314
EA18-0551	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438315
