sample_id	run_ena	irods_path	bam_path	cram_path	read1_path	read2_path
VBS55030-6781STDY12150148	ERR9515836	/seq/illumina/runs/44/44366/lane1/plex10/44366_1#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/006/ERR9515836/ERR9515836_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/006/ERR9515836/ERR9515836_2.fastq.gz
VBS55031-6781STDY12150149	ERR9515837	/seq/illumina/runs/44/44366/lane1/plex11/44366_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/007/ERR9515837/ERR9515837_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/007/ERR9515837/ERR9515837_2.fastq.gz
VBS55032-6781STDY12150150	ERR9515838	/seq/illumina/runs/44/44366/lane1/plex12/44366_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/008/ERR9515838/ERR9515838_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/008/ERR9515838/ERR9515838_2.fastq.gz
VBS55033-6781STDY12150151	ERR9515839	/seq/illumina/runs/44/44366/lane1/plex13/44366_1#13.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/009/ERR9515839/ERR9515839_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/009/ERR9515839/ERR9515839_2.fastq.gz
VBS55034-6781STDY12150152	ERR9515840	/seq/illumina/runs/44/44366/lane2/plex1/44366_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/000/ERR9515840/ERR9515840_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/000/ERR9515840/ERR9515840_2.fastq.gz
VBS55035-6781STDY12150153	ERR9515841	/seq/illumina/runs/44/44366/lane2/plex2/44366_2#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/001/ERR9515841/ERR9515841_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/001/ERR9515841/ERR9515841_2.fastq.gz
VBS55036-6781STDY12150154	ERR9515842	/seq/illumina/runs/44/44366/lane2/plex3/44366_2#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/002/ERR9515842/ERR9515842_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/002/ERR9515842/ERR9515842_2.fastq.gz
VBS55037-6781STDY12150155	ERR9515843	/seq/illumina/runs/44/44366/lane2/plex4/44366_2#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/003/ERR9515843/ERR9515843_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/003/ERR9515843/ERR9515843_2.fastq.gz
VBS55038-6781STDY12150156	ERR9515844	/seq/illumina/runs/44/44366/lane2/plex5/44366_2#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/004/ERR9515844/ERR9515844_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/004/ERR9515844/ERR9515844_2.fastq.gz
VBS55039-6781STDY12150157	ERR9515845	/seq/illumina/runs/44/44366/lane2/plex6/44366_2#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/005/ERR9515845/ERR9515845_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/005/ERR9515845/ERR9515845_2.fastq.gz
VBS55040-6781STDY12150158	ERR9515846	/seq/illumina/runs/44/44366/lane2/plex7/44366_2#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/006/ERR9515846/ERR9515846_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/006/ERR9515846/ERR9515846_2.fastq.gz
VBS55041-6781STDY12150159	ERR9515847	/seq/illumina/runs/44/44366/lane2/plex8/44366_2#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/007/ERR9515847/ERR9515847_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/007/ERR9515847/ERR9515847_2.fastq.gz
VBS55042-6781STDY12150160	ERR9515848	/seq/illumina/runs/44/44366/lane2/plex9/44366_2#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/008/ERR9515848/ERR9515848_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/008/ERR9515848/ERR9515848_2.fastq.gz
VBS55043-6781STDY12150161	ERR9515849	/seq/illumina/runs/44/44366/lane2/plex10/44366_2#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/009/ERR9515849/ERR9515849_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/009/ERR9515849/ERR9515849_2.fastq.gz
VBS55044-6781STDY12150162	ERR9515850	/seq/illumina/runs/44/44366/lane2/plex11/44366_2#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/000/ERR9515850/ERR9515850_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR951/000/ERR9515850/ERR9515850_2.fastq.gz
VBS55045-6781STDY12150163	ERR9438031	/seq/illumina/runs/44/44068/lane2/plex1/44068_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438031/ERR9438031_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438031/ERR9438031_2.fastq.gz
VBS55046-6781STDY12150164	ERR9438032	/seq/illumina/runs/44/44068/lane2/plex2/44068_2#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438032/ERR9438032_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438032/ERR9438032_2.fastq.gz
VBS55047-6781STDY12150165	ERR9438033	/seq/illumina/runs/44/44068/lane2/plex3/44068_2#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438033/ERR9438033_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438033/ERR9438033_2.fastq.gz
VBS55048-6781STDY12150166	ERR9438034	/seq/illumina/runs/44/44068/lane2/plex4/44068_2#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438034/ERR9438034_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438034/ERR9438034_2.fastq.gz
VBS55049-6781STDY12150167	ERR9438035	/seq/illumina/runs/44/44068/lane2/plex5/44068_2#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438035/ERR9438035_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438035/ERR9438035_2.fastq.gz
VBS55050-6781STDY12150168	ERR9438036	/seq/illumina/runs/44/44068/lane2/plex6/44068_2#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438036/ERR9438036_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438036/ERR9438036_2.fastq.gz
VBS55051-6781STDY12150169	ERR9438037	/seq/illumina/runs/44/44068/lane2/plex7/44068_2#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438037/ERR9438037_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438037/ERR9438037_2.fastq.gz
VBS55052-6781STDY12150170	ERR9438038	/seq/illumina/runs/44/44068/lane2/plex8/44068_2#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438038/ERR9438038_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438038/ERR9438038_2.fastq.gz
VBS55053-6781STDY12150171	ERR9438039	/seq/illumina/runs/44/44068/lane2/plex9/44068_2#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438039/ERR9438039_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438039/ERR9438039_2.fastq.gz
VBS55054-6781STDY12150172	ERR9438040	/seq/illumina/runs/44/44068/lane2/plex10/44068_2#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438040/ERR9438040_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438040/ERR9438040_2.fastq.gz
VBS55055-6781STDY12150173	ERR9438041	/seq/illumina/runs/44/44068/lane2/plex11/44068_2#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438041/ERR9438041_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438041/ERR9438041_2.fastq.gz
VBS55056-6781STDY12150174	ERR9438042	/seq/illumina/runs/44/44068/lane2/plex12/44068_2#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438042/ERR9438042_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438042/ERR9438042_2.fastq.gz
VBS55058-6781STDY12150175	ERR9438019	/seq/illumina/runs/44/44068/lane1/plex1/44068_1#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438019/ERR9438019_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438019/ERR9438019_2.fastq.gz
VBS55059-6781STDY12150176	ERR9438020	/seq/illumina/runs/44/44068/lane1/plex2/44068_1#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438020/ERR9438020_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438020/ERR9438020_2.fastq.gz
VBS55060-6781STDY12150177	ERR9438021	/seq/illumina/runs/44/44068/lane1/plex3/44068_1#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438021/ERR9438021_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438021/ERR9438021_2.fastq.gz
VBS55061-6781STDY12150178	ERR9438022	/seq/illumina/runs/44/44068/lane1/plex4/44068_1#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438022/ERR9438022_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438022/ERR9438022_2.fastq.gz
VBS55062-6781STDY12150179	ERR9438023	/seq/illumina/runs/44/44068/lane1/plex5/44068_1#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438023/ERR9438023_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438023/ERR9438023_2.fastq.gz
VBS55063-6781STDY12150180	ERR9438024	/seq/illumina/runs/44/44068/lane1/plex6/44068_1#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438024/ERR9438024_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438024/ERR9438024_2.fastq.gz
VBS55064-6781STDY12150181	ERR9438025	/seq/illumina/runs/44/44068/lane1/plex7/44068_1#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438025/ERR9438025_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438025/ERR9438025_2.fastq.gz
VBS55065-6781STDY12150182	ERR9438026	/seq/illumina/runs/44/44068/lane1/plex8/44068_1#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438026/ERR9438026_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438026/ERR9438026_2.fastq.gz
VBS55066-6781STDY12150183	ERR9438027	/seq/illumina/runs/44/44068/lane1/plex9/44068_1#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438027/ERR9438027_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438027/ERR9438027_2.fastq.gz
VBS55067-6781STDY12150184	ERR9438028	/seq/illumina/runs/44/44068/lane1/plex10/44068_1#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438028/ERR9438028_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438028/ERR9438028_2.fastq.gz
VBS55068-6781STDY12150185	ERR9438029	/seq/illumina/runs/44/44068/lane1/plex11/44068_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438029/ERR9438029_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438029/ERR9438029_2.fastq.gz
VBS55069-6781STDY12150186	ERR9438030	/seq/illumina/runs/44/44068/lane1/plex12/44068_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438030/ERR9438030_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438030/ERR9438030_2.fastq.gz
VBS55070-6781STDY12150187	ERR9438043	/seq/illumina/runs/44/44069/lane1/plex1/44069_1#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438043/ERR9438043_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438043/ERR9438043_2.fastq.gz
VBS55071-6781STDY12150188	ERR9438044	/seq/illumina/runs/44/44069/lane1/plex2/44069_1#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438044/ERR9438044_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438044/ERR9438044_2.fastq.gz
VBS55073-6781STDY12150190	ERR9438045	/seq/illumina/runs/44/44069/lane1/plex3/44069_1#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438045/ERR9438045_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438045/ERR9438045_2.fastq.gz
VBS55074-6781STDY12150191	ERR9438046	/seq/illumina/runs/44/44069/lane1/plex4/44069_1#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438046/ERR9438046_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438046/ERR9438046_2.fastq.gz
VBS55075-6781STDY12150192	ERR9438047	/seq/illumina/runs/44/44069/lane1/plex5/44069_1#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438047/ERR9438047_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438047/ERR9438047_2.fastq.gz
VBS55076-6781STDY12150193	ERR9438048	/seq/illumina/runs/44/44069/lane1/plex6/44069_1#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438048/ERR9438048_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438048/ERR9438048_2.fastq.gz
VBS55077-6781STDY12150194	ERR9438049	/seq/illumina/runs/44/44069/lane1/plex7/44069_1#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438049/ERR9438049_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438049/ERR9438049_2.fastq.gz
VBS55078-6781STDY12150195	ERR9438050	/seq/illumina/runs/44/44069/lane1/plex8/44069_1#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438050/ERR9438050_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438050/ERR9438050_2.fastq.gz
VBS55079-6781STDY12150196	ERR9438051	/seq/illumina/runs/44/44069/lane1/plex9/44069_1#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438051/ERR9438051_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438051/ERR9438051_2.fastq.gz
VBS55080-6781STDY12150197	ERR9438052	/seq/illumina/runs/44/44069/lane1/plex10/44069_1#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438052/ERR9438052_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438052/ERR9438052_2.fastq.gz
VBS55081-6781STDY12150198	ERR9438053	/seq/illumina/runs/44/44069/lane1/plex11/44069_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438053/ERR9438053_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438053/ERR9438053_2.fastq.gz
VBS55082-6781STDY12150199	ERR9438054	/seq/illumina/runs/44/44069/lane1/plex12/44069_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438054/ERR9438054_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438054/ERR9438054_2.fastq.gz
VBS55083-6781STDY12150200	ERR9438055	/seq/illumina/runs/44/44069/lane2/plex1/44069_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438055/ERR9438055_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438055/ERR9438055_2.fastq.gz
VBS55084-6781STDY12150201	ERR9438056	/seq/illumina/runs/44/44069/lane2/plex2/44069_2#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438056/ERR9438056_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438056/ERR9438056_2.fastq.gz
VBS55085-6781STDY12150202	ERR9438057	/seq/illumina/runs/44/44069/lane2/plex3/44069_2#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438057/ERR9438057_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438057/ERR9438057_2.fastq.gz
VBS55086-6781STDY12150203	ERR9438058	/seq/illumina/runs/44/44069/lane2/plex4/44069_2#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438058/ERR9438058_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438058/ERR9438058_2.fastq.gz
VBS55087-6781STDY12150204	ERR9438059	/seq/illumina/runs/44/44069/lane2/plex5/44069_2#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438059/ERR9438059_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438059/ERR9438059_2.fastq.gz
VBS55088-6781STDY12150205	ERR9438060	/seq/illumina/runs/44/44069/lane2/plex6/44069_2#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438060/ERR9438060_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438060/ERR9438060_2.fastq.gz
VBS55089-6781STDY12150206	ERR9438061	/seq/illumina/runs/44/44069/lane2/plex7/44069_2#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438061/ERR9438061_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438061/ERR9438061_2.fastq.gz
VBS55090-6781STDY12150209	ERR9438062	/seq/illumina/runs/44/44069/lane2/plex8/44069_2#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438062/ERR9438062_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438062/ERR9438062_2.fastq.gz
VBS55092-6781STDY12150211	ERR9438063	/seq/illumina/runs/44/44069/lane2/plex9/44069_2#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438063/ERR9438063_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438063/ERR9438063_2.fastq.gz
VBS55093-6781STDY12150212	ERR9438064	/seq/illumina/runs/44/44069/lane2/plex10/44069_2#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438064/ERR9438064_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438064/ERR9438064_2.fastq.gz
VBS55094-6781STDY12150213	ERR9438065	/seq/illumina/runs/44/44069/lane2/plex11/44069_2#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438065/ERR9438065_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438065/ERR9438065_2.fastq.gz
VBS55095-6781STDY12150214	ERR9438066	/seq/illumina/runs/44/44069/lane2/plex12/44069_2#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438066/ERR9438066_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438066/ERR9438066_2.fastq.gz
VBS55096-6781STDY12150215	ERR9437995	/seq/illumina/runs/44/44066/lane1/plex1/44066_1#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9437995/ERR9437995_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9437995/ERR9437995_2.fastq.gz
VBS55097-6781STDY12150216	ERR9437996	/seq/illumina/runs/44/44066/lane1/plex2/44066_1#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9437996/ERR9437996_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9437996/ERR9437996_2.fastq.gz
VBS55098-6781STDY12150217	ERR9437997	/seq/illumina/runs/44/44066/lane1/plex3/44066_1#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9437997/ERR9437997_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9437997/ERR9437997_2.fastq.gz
VBS55099-6781STDY12150218	ERR9437998	/seq/illumina/runs/44/44066/lane1/plex4/44066_1#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9437998/ERR9437998_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9437998/ERR9437998_2.fastq.gz
VBS55100-6781STDY12150219	ERR9437999	/seq/illumina/runs/44/44066/lane1/plex5/44066_1#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9437999/ERR9437999_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9437999/ERR9437999_2.fastq.gz
VBS55101-6781STDY12150220	ERR9438000	/seq/illumina/runs/44/44066/lane1/plex6/44066_1#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438000/ERR9438000_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438000/ERR9438000_2.fastq.gz
VBS55102-6781STDY12150221	ERR9438001	/seq/illumina/runs/44/44066/lane1/plex7/44066_1#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438001/ERR9438001_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438001/ERR9438001_2.fastq.gz
VBS55103-6781STDY12150222	ERR9438002	/seq/illumina/runs/44/44066/lane1/plex8/44066_1#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438002/ERR9438002_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438002/ERR9438002_2.fastq.gz
VBS55104-6781STDY12150223	ERR9438003	/seq/illumina/runs/44/44066/lane1/plex9/44066_1#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438003/ERR9438003_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438003/ERR9438003_2.fastq.gz
VBS55105-6781STDY12150224	ERR9438004	/seq/illumina/runs/44/44066/lane1/plex10/44066_1#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438004/ERR9438004_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438004/ERR9438004_2.fastq.gz
VBS55106-6781STDY12150225	ERR9438005	/seq/illumina/runs/44/44066/lane1/plex11/44066_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438005/ERR9438005_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438005/ERR9438005_2.fastq.gz
VBS55107-6781STDY12150226	ERR9438006	/seq/illumina/runs/44/44066/lane1/plex12/44066_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438006/ERR9438006_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438006/ERR9438006_2.fastq.gz
VBS55108-6781STDY12150227	ERR9438007	/seq/illumina/runs/44/44066/lane2/plex1/44066_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438007/ERR9438007_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438007/ERR9438007_2.fastq.gz
VBS55109-6781STDY12150228	ERR9438008	/seq/illumina/runs/44/44066/lane2/plex2/44066_2#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438008/ERR9438008_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438008/ERR9438008_2.fastq.gz
VBS55110-6781STDY12150229	ERR9438009	/seq/illumina/runs/44/44066/lane2/plex3/44066_2#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438009/ERR9438009_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438009/ERR9438009_2.fastq.gz
VBS55111-6781STDY12150230	ERR9438010	/seq/illumina/runs/44/44066/lane2/plex4/44066_2#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438010/ERR9438010_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438010/ERR9438010_2.fastq.gz
VBS55112-6781STDY12150231	ERR9438011	/seq/illumina/runs/44/44066/lane2/plex5/44066_2#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438011/ERR9438011_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438011/ERR9438011_2.fastq.gz
