sample_id	run_ena	irods_path	bam_path	cram_path	read1_path	read2_path
VBS54913-6781STDY12150035	ERR9438077	/seq/illumina/runs/44/44089/lane1/plex11/44089_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438077/ERR9438077_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438077/ERR9438077_2.fastq.gz
VBS54914-6781STDY12150036	ERR9438078	/seq/illumina/runs/44/44089/lane1/plex12/44089_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438078/ERR9438078_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438078/ERR9438078_2.fastq.gz
VBS54915-6781STDY12150037	ERR9438079	/seq/illumina/runs/44/44089/lane2/plex1/44089_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438079/ERR9438079_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438079/ERR9438079_2.fastq.gz
VBS54917-6781STDY12150038	ERR9438080	/seq/illumina/runs/44/44089/lane2/plex2/44089_2#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438080/ERR9438080_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438080/ERR9438080_2.fastq.gz
VBS54918-6781STDY12150039	ERR9438081	/seq/illumina/runs/44/44089/lane2/plex3/44089_2#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438081/ERR9438081_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438081/ERR9438081_2.fastq.gz
VBS54919-6781STDY12150040	ERR9438082	/seq/illumina/runs/44/44089/lane2/plex4/44089_2#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438082/ERR9438082_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438082/ERR9438082_2.fastq.gz
VBS54923-6781STDY12150043	ERR9438083	/seq/illumina/runs/44/44089/lane2/plex5/44089_2#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438083/ERR9438083_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438083/ERR9438083_2.fastq.gz
VBS54924-6781STDY12150044	ERR9438084	/seq/illumina/runs/44/44089/lane2/plex6/44089_2#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438084/ERR9438084_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438084/ERR9438084_2.fastq.gz
VBS54927-6781STDY12150046	ERR9438085	/seq/illumina/runs/44/44089/lane2/plex7/44089_2#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438085/ERR9438085_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438085/ERR9438085_2.fastq.gz
VBS54930-6781STDY12150049	ERR9438086	/seq/illumina/runs/44/44089/lane2/plex8/44089_2#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438086/ERR9438086_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438086/ERR9438086_2.fastq.gz
VBS54931-6781STDY12150050	ERR9438087	/seq/illumina/runs/44/44089/lane2/plex9/44089_2#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438087/ERR9438087_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438087/ERR9438087_2.fastq.gz
VBS54932-6781STDY12150051	ERR9438088	/seq/illumina/runs/44/44089/lane2/plex10/44089_2#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438088/ERR9438088_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438088/ERR9438088_2.fastq.gz
VBS54934-6781STDY12150053	ERR9438089	/seq/illumina/runs/44/44089/lane2/plex11/44089_2#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438089/ERR9438089_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438089/ERR9438089_2.fastq.gz
VBS54937-6781STDY12150056	ERR9438090	/seq/illumina/runs/44/44089/lane2/plex12/44089_2#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438090/ERR9438090_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438090/ERR9438090_2.fastq.gz
VBS54938-6781STDY12150057	ERR9438091	/seq/illumina/runs/44/44090/lane1/plex1/44090_1#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438091/ERR9438091_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438091/ERR9438091_2.fastq.gz
VBS54939-6781STDY12150058	ERR9438092	/seq/illumina/runs/44/44090/lane1/plex2/44090_1#2.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438092/ERR9438092_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438092/ERR9438092_2.fastq.gz
VBS54941-6781STDY12150060	ERR9438093	/seq/illumina/runs/44/44090/lane1/plex3/44090_1#3.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438093/ERR9438093_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438093/ERR9438093_2.fastq.gz
VBS54942-6781STDY12150061	ERR9438094	/seq/illumina/runs/44/44090/lane1/plex4/44090_1#4.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438094/ERR9438094_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438094/ERR9438094_2.fastq.gz
VBS54943-6781STDY12150062	ERR9438095	/seq/illumina/runs/44/44090/lane1/plex5/44090_1#5.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438095/ERR9438095_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438095/ERR9438095_2.fastq.gz
VBS54944-6781STDY12150063	ERR9438096	/seq/illumina/runs/44/44090/lane1/plex6/44090_1#6.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438096/ERR9438096_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438096/ERR9438096_2.fastq.gz
VBS54945-6781STDY12150064	ERR9438097	/seq/illumina/runs/44/44090/lane1/plex7/44090_1#7.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438097/ERR9438097_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438097/ERR9438097_2.fastq.gz
VBS54946-6781STDY12150065	ERR9438098	/seq/illumina/runs/44/44090/lane1/plex8/44090_1#8.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438098/ERR9438098_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438098/ERR9438098_2.fastq.gz
VBS54947-6781STDY12150066	ERR9438099	/seq/illumina/runs/44/44090/lane1/plex9/44090_1#9.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438099/ERR9438099_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438099/ERR9438099_2.fastq.gz
VBS54948-6781STDY12150067	ERR9438100	/seq/illumina/runs/44/44090/lane1/plex10/44090_1#10.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438100/ERR9438100_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438100/ERR9438100_2.fastq.gz
VBS54949-6781STDY12150068	ERR9438101	/seq/illumina/runs/44/44090/lane1/plex11/44090_1#11.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438101/ERR9438101_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438101/ERR9438101_2.fastq.gz
VBS54950-6781STDY12150069	ERR9438102	/seq/illumina/runs/44/44090/lane1/plex12/44090_1#12.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438102/ERR9438102_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438102/ERR9438102_2.fastq.gz
VBS54951-6781STDY12150070	ERR9438127	/seq/illumina/runs/44/44101/lane2/plex1/44101_2#1.cram			ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438127/ERR9438127_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438127/ERR9438127_2.fastq.gz
