EA18-0092	Tanzania	Moshi	VBS54970	20/02/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438120	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438120/ERR9438120_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438120/ERR9438120_2.fastq.gz
EA18-0093	Tanzania	Moshi	VBS54971	20/02/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438121	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438121/ERR9438121_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438121/ERR9438121_2.fastq.gz
EA18-0094	Tanzania	Moshi	VBS54972	20/02/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438122	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438122/ERR9438122_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438122/ERR9438122_2.fastq.gz
EA18-0095	Tanzania	Moshi	VBS54973	20/02/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438123	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438123/ERR9438123_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438123/ERR9438123_2.fastq.gz
EA18-0096	Tanzania	Moshi	VBS54974	20/02/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438124	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438124/ERR9438124_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438124/ERR9438124_2.fastq.gz
EA18-0097	Tanzania	Moshi	VBS54975	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438125	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438125/ERR9438125_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438125/ERR9438125_2.fastq.gz
EA18-0098	Tanzania	Moshi	VBS54976	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438126	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438126/ERR9438126_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438126/ERR9438126_2.fastq.gz
EA18-0099	Tanzania	Moshi	VBS54977	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438103	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438103/ERR9438103_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438103/ERR9438103_2.fastq.gz
EA18-0100	Tanzania	Moshi	VBS54978	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438104	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438104/ERR9438104_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438104/ERR9438104_2.fastq.gz
EA18-0102	Tanzania	Moshi	VBS54980	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438105	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438105/ERR9438105_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438105/ERR9438105_2.fastq.gz
EA18-0104	Tanzania	Moshi	VBS54982	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438106	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438106/ERR9438106_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/006/ERR9438106/ERR9438106_2.fastq.gz
EA18-0106	Tanzania	Moshi	VBS54984	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438107	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438107/ERR9438107_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/007/ERR9438107/ERR9438107_2.fastq.gz
EA18-0109	Tanzania	Moshi	VBS54987	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438108	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438108/ERR9438108_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/008/ERR9438108/ERR9438108_2.fastq.gz
EA18-0112	Tanzania	Moshi	VBS54990	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438109	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438109/ERR9438109_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438109/ERR9438109_2.fastq.gz
EA18-0114	Tanzania	Moshi	VBS54992	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438110/ERR9438110_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438110/ERR9438110_2.fastq.gz
